"x"
"1"	"CHAPTER V."
"130"	"and discussed. Soon Justice Robinson arrived with more congratulations,"
"131"	"and there was a new reading and a new discussion. This was the"
"132"	"beginning. Neighbor after neighbor, of both sexes, followed, and the"
"133"	"procession drifted in and out all day and evening and all Wednesday and"
"134"	"Thursday. The letter was read and re-read until it was nearly worn out;"
"135"	"everybody admired its courtly and gracious tone, and smooth and"
"136"	"practised style, everybody was sympathetic and excited, and the Coopers"
"137"	"were steeped in happiness all the while."
"138"	"The boats were very uncertain in low water, in these primitive times."
"139"	"This time the Thursday boat had not arrived at ten at night--so the"
"140"	"people had waited at the landing all day for nothing; they were driven"
"141"	"to their homes by a heavy storm without having had a view of the"
"142"	"illustrious foreigners."
"143"	"Eleven o'clock came; and the Cooper house was the only one in the town"
"144"	"that still had lights burning. The rain and thunder were booming yet,"
"145"	"and the anxious family were still waiting, still hoping. At last there"
"146"	"was a knock at the door and the family jumped to open it. Two negro men"
"147"	"entered, each carrying a trunk, and proceeded up-stairs toward the"
"148"	"guest-room. Then entered the twins--the handsomest, the best dressed,"
"149"	"the most distinguished-looking pair of young fellows the West had ever"
"150"	"seen. One was a little fairer than the other, but otherwise they were"
"151"	"exact duplicates."
"152"	"CHAPTER VI."
